Province,District,Polling Division,Name,Votes,Percent
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Vickramabahu Karunaratna,44,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,M.K. Sivajilingam,39,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Senaratna de Silva,27,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Wije Dias,27,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Mohamed Musthaffa,22,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Sanath Pinnaduwa,21,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Aruna de Zoysa,18,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Battaramulle Seelarathana Thero,13,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Muthu Bandara Theminimulla,13,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Upali Sarath Kongahage,8,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Valid Votes,"86,366",99.23%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Rejected Votes,666,0.77%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Total Polled,"87,032",80.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,HORANA,Regis.Electors,"108,781",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Mahinda Rajapaksha,"38,018",65.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Sarath Fonseka,"19,073",32.63%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Mohomad Cassim Mohomad Ismail,233,0.40%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Achala Ashoka Suraweera,190,0.33%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Channa Janaka Sugathsiri Gamage,163,0.28%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Panagoda Don Prince Soloman Anura Liyanage,119,0.20%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,W.V. Mahiman Ranjith,103,0.18%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Ukkubanda Wijekoon,77,0.13%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Sirithunga Jayasuriya,69,0.12%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Sarath Manamendra,62,0.11%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Lal Perera,49,0.08%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Idroos Mohomad Ilyas,47,0.08%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Wije Dias,41,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,M.K. Sivajilingam,40,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Vickramabahu Karunaratna,39,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Sanath Pinnaduwa,26,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Mohamed Musthaffa,24,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Battaramulle Seelarathana Thero,23,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Senaratna de Silva,22,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Aruna de Zoysa,21,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Muthu Bandara Theminimulla,10,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Upali Sarath Kongahage,7,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Valid Votes,"58,456",99.28%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Rejected Votes,423,0.72%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Total Polled,"58,879",78.51%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BULATHSINHALA,Regis.Electors,"74,991",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Mahinda Rajapaksha,"47,988",63.58%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Sarath Fonseka,"26,016",34.47%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Achala Ashoka Suraweera,275,0.36%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Channa Janaka Sugathsiri Gamage,233,0.31%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Mohomad Cassim Mohomad Ismail,183,0.24%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,W.V. Mahiman Ranjith,124,0.16%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Panagoda Don Prince Soloman Anura Liyanage,108,0.14%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Ukkubanda Wijekoon,77,0.10%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Sirithunga Jayasuriya,73,0.10%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Lal Perera,56,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Sarath Manamendra,53,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,M.K. Sivajilingam,47,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Idroos Mohomad Ilyas,44,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Vickramabahu Karunaratna,42,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Wije Dias,34,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Battaramulle Seelarathana Thero,29,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Senaratna de Silva,22,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Mohamed Musthaffa,21,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Sanath Pinnaduwa,21,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Aruna de Zoysa,17,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Upali Sarath Kongahage,15,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Muthu Bandara Theminimulla,4,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Valid Votes,"75,482",99.26%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Rejected Votes,564,0.74%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Total Polled,"76,046",76.25%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,MATUGAMA,Regis.Electors,"99,737",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Mahinda Rajapaksha,"51,330",62.53%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Sarath Fonseka,"29,719",36.21%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Achala Ashoka Suraweera,218,0.27%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,W.V. Mahiman Ranjith,133,0.16%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Mohomad Cassim Mohomad Ismail,129,0.16%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Channa Janaka Sugathsiri Gamage,111,0.14%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Panagoda Don Prince Soloman Anura Liyanage,76,0.09%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Ukkubanda Wijekoon,63,0.08%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Sarath Manamendra,43,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Sirithunga Jayasuriya,43,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Lal Perera,40,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Idroos Mohomad Ilyas,34,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Vickramabahu Karunaratna,30,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Wije Dias,25,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,M.K. Sivajilingam,24,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Mohamed Musthaffa,17,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Sanath Pinnaduwa,15,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Muthu Bandara Theminimulla,12,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Senaratna de Silva,8,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Battaramulle Seelarathana Thero,7,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Aruna de Zoysa,7,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Upali Sarath Kongahage,1,0.00%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Valid Votes,"82,085",99.30%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Rejected Votes,581,0.70%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Total Polled,"82,666",77.35%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,KALUTARA,Regis.Electors,"106,878",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Mahinda Rajapaksha,"43,787",54.35%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Sarath Fonseka,"35,678",44.29%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Achala Ashoka Suraweera,172,0.21%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Channa Janaka Sugathsiri Gamage,153,0.19%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Mohomad Cassim Mohomad Ismail,133,0.17%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,W.V. Mahiman Ranjith,124,0.15%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Panagoda Don Prince Soloman Anura Liyanage,80,0.10%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Ukkubanda Wijekoon,78,0.10%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Sarath Manamendra,60,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Lal Perera,54,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Idroos Mohomad Ilyas,49,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Sirithunga Jayasuriya,44,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Vickramabahu Karunaratna,27,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Sanath Pinnaduwa,23,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Wije Dias,22,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Mohamed Musthaffa,16,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,M.K. Sivajilingam,12,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Aruna de Zoysa,12,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Battaramulle Seelarathana Thero,10,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Senaratna de Silva,10,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Upali Sarath Kongahage,7,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Muthu Bandara Theminimulla,7,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Valid Votes,"80,558",99.35%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Rejected Votes,523,0.65%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Total Polled,"81,081",77.69%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,BERUWALA,Regis.Electors,"104,363",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Mahinda Rajapaksha,"47,317",65.24%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Sarath Fonseka,"23,717",32.70%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Achala Ashoka Suraweera,286,0.39%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,W.V. Mahiman Ranjith,195,0.27%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Channa Janaka Sugathsiri Gamage,173,0.24%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Mohomad Cassim Mohomad Ismail,168,0.23%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Panagoda Don Prince Soloman Anura Liyanage,107,0.15%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Sirithunga Jayasuriya,83,0.11%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Sarath Manamendra,76,0.10%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Ukkubanda Wijekoon,72,0.10%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Idroos Mohomad Ilyas,57,0.08%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Lal Perera,49,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Vickramabahu Karunaratna,41,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,M.K. Sivajilingam,36,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Battaramulle Seelarathana Thero,25,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Wije Dias,23,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Sanath Pinnaduwa,22,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Mohamed Musthaffa,18,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Senaratna de Silva,18,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Upali Sarath Kongahage,14,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Aruna de Zoysa,14,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Muthu Bandara Theminimulla,12,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Valid Votes,"72,523",99.33%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Rejected Votes,486,0.67%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Total Polled,"73,009",77.69%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,AGALAWATTA,Regis.Electors,"93,972",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Mahinda Rajapaksha,"13,695",68.68%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Sarath Fonseka,"6,177",30.98%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,W.V. Mahiman Ranjith,10,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Achala Ashoka Suraweera,8,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Channa Janaka Sugathsiri Gamage,7,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Vickramabahu Karunaratna,6,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Mohomad Cassim Mohomad Ismail,5,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Sirithunga Jayasuriya,4,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Wije Dias,4,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Battaramulle Seelarathana Thero,4,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Idroos Mohomad Ilyas,4,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Upali Sarath Kongahage,3,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Sarath Manamendra,3,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,M.K. Sivajilingam,2,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Sanath Pinnaduwa,2,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,2,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Ukkubanda Wijekoon,1,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Muthu Bandara Theminimulla,1,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Lal Perera,1,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Mohamed Musthaffa,1,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Senaratna de Silva,,0.00%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Aruna de Zoysa,,0.00%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Valid Votes,"19,940",99.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Rejected Votes,187,0.93%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Total Polled,"20,127",98.75%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,POSTAL VOTES - KALUTARA DISTRICT,Regis.Electors,"20,382",
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Mahinda Rajapaksha,"412,562",63.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Sarath Fonseka,"231,807",35.43%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Achala Ashoka Suraweera,"1,683",0.26%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Mohomad Cassim Mohomad Ismail,"1,242",0.19%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Channa Janaka Sugathsiri Gamage,"1,181",0.18%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,W.V. Mahiman Ranjith,"1,075",0.16%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,765,0.12%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Ukkubanda Wijekoon,582,0.09%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Sirithunga Jayasuriya,472,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Sarath Manamendra,453,0.07%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Lal Perera,421,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Idroos Mohomad Ilyas,379,0.06%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Vickramabahu Karunaratna,305,0.05%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,M.K. Sivajilingam,248,0.04%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Wije Dias,224,0.03%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Sanath Pinnaduwa,159,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Mohamed Musthaffa,154,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Battaramulle Seelarathana Thero,143,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Senaratna de Silva,120,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Aruna de Zoysa,120,0.02%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Muthu Bandara Theminimulla,78,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Upali Sarath Kongahage,76,0.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Valid Votes,"654,249",99.31%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Rejected Votes,"4,541",0.69%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Total Polled,"658,790",81.01%
"Western Province  (COLOMBO, GAMPAHA, KALUTARA)",KALUTARA,FINAL DISTRICT RESULT - KALUTARA DISTRICT,Regis.Electors,"813,233",
"North Western Province  (KURUNEGALA, PUTTALAM)",KURUNEGALA,GALGAMUWA,Mahinda Rajapaksha,"46,752",67.11%
"North Western Province  (KURUNEGALA, PUTTALAM)",KURUNEGALA,GALGAMUWA,Sarath Fonseka,"21,666",31.10%
"North Western Province  (KURUNEGALA, PUTTALAM)",KURUNEGALA,GALGAMUWA,Mohomad Cassim Mohomad Ismail,307,0.44%
"North Western Province  (KURUNEGALA, PUTTALAM)",KURUNEGALA,GALGAMUWA,Achala Ashoka Suraweera,192,0.28%
"North Western Province  (KURUNEGALA, PUTTALAM)",KURUNEGALA,GALGAMUWA,W.V. Mahiman Ranjith,189,0.27%
