Province,District,Polling Division,Name,Votes,Percent
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,SENKADAGALA,Aruna de Zoysa,3,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,SENKADAGALA,Valid Votes,"54,356",99.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,SENKADAGALA,Rejected Votes,534,0.97%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,SENKADAGALA,Total Polled,"54,890",75.29%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,SENKADAGALA,Regis.Electors,"72,906",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Sarath Fonseka,"15,358",56.30%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Mahinda Rajapaksha,"11,636",42.66%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Mohomad Cassim Mohomad Ismail,47,0.17%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,W.V. Mahiman Ranjith,31,0.11%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Vickramabahu Karunaratna,28,0.10%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Achala Ashoka Suraweera,24,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Sarath Manamendra,20,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Channa Janaka Sugathsiri Gamage,20,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,M.K. Sivajilingam,16,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Panagoda Don Prince Soloman Anura Liyanage,16,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Lal Perera,14,0.05%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Ukkubanda Wijekoon,11,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Senaratna de Silva,9,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Idroos Mohomad Ilyas,9,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Wije Dias,8,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Sanath Pinnaduwa,7,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Muthu Bandara Theminimulla,5,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Aruna de Zoysa,5,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Sirithunga Jayasuriya,4,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Battaramulle Seelarathana Thero,4,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Mohamed Musthaffa,4,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Upali Sarath Kongahage,1,0.00%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Valid Votes,"27,277",99.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Rejected Votes,268,0.97%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Total Polled,"27,545",74.57%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,MAHANUWARA,Regis.Electors,"36,938",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Mahinda Rajapaksha,"33,664",58.16%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Sarath Fonseka,"23,290",40.24%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Mohomad Cassim Mohomad Ismail,177,0.31%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Achala Ashoka Suraweera,135,0.23%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Channa Janaka Sugathsiri Gamage,94,0.16%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,W.V. Mahiman Ranjith,77,0.13%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Panagoda Don Prince Soloman Anura Liyanage,74,0.13%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Sarath Manamendra,43,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Vickramabahu Karunaratna,41,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Sirithunga Jayasuriya,40,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Idroos Mohomad Ilyas,38,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Ukkubanda Wijekoon,37,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,M.K. Sivajilingam,31,0.05%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Lal Perera,26,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Mohamed Musthaffa,23,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Battaramulle Seelarathana Thero,22,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Wije Dias,20,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Sanath Pinnaduwa,17,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Upali Sarath Kongahage,11,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Aruna de Zoysa,9,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Senaratna de Silva,6,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Muthu Bandara Theminimulla,6,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Valid Votes,"57,881",99.13%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Rejected Votes,506,0.87%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Total Polled,"58,387",75.83%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,YATINUWARA,Regis.Electors,"76,996",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Mahinda Rajapaksha,"29,235",50.88%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Sarath Fonseka,"27,123",47.21%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Mohomad Cassim Mohomad Ismail,216,0.38%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Achala Ashoka Suraweera,146,0.25%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Channa Janaka Sugathsiri Gamage,114,0.20%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,W.V. Mahiman Ranjith,82,0.14%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Panagoda Don Prince Soloman Anura Liyanage,76,0.13%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Sarath Manamendra,57,0.10%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Lal Perera,56,0.10%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Ukkubanda Wijekoon,54,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Sirithunga Jayasuriya,45,0.08%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Idroos Mohomad Ilyas,44,0.08%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,M.K. Sivajilingam,39,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Vickramabahu Karunaratna,36,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Sanath Pinnaduwa,30,0.05%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Aruna de Zoysa,20,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Battaramulle Seelarathana Thero,17,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Wije Dias,16,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Mohamed Musthaffa,15,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Upali Sarath Kongahage,12,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Muthu Bandara Theminimulla,11,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Senaratna de Silva,10,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Valid Votes,"57,454",98.91%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Rejected Votes,631,1.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Total Polled,"58,085",75.62%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,UDUNUWARA,Regis.Electors,"76,812",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Mahinda Rajapaksha,"33,078",49.62%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Sarath Fonseka,"32,090",48.14%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Mohomad Cassim Mohomad Ismail,273,0.41%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Achala Ashoka Suraweera,184,0.28%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Channa Janaka Sugathsiri Gamage,171,0.26%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,W.V. Mahiman Ranjith,129,0.19%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Panagoda Don Prince Soloman Anura Liyanage,104,0.16%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Sarath Manamendra,99,0.15%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Lal Perera,83,0.12%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Sirithunga Jayasuriya,61,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Ukkubanda Wijekoon,60,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Idroos Mohomad Ilyas,57,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,M.K. Sivajilingam,49,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Sanath Pinnaduwa,46,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Vickramabahu Karunaratna,38,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Wije Dias,30,0.05%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Aruna de Zoysa,25,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Senaratna de Silva,20,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Battaramulle Seelarathana Thero,18,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Mohamed Musthaffa,18,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Muthu Bandara Theminimulla,14,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Upali Sarath Kongahage,10,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Valid Votes,"66,657",98.73%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Rejected Votes,857,1.27%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Total Polled,"67,514",74.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,GAMPOLA,Regis.Electors,"91,146",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Mahinda Rajapaksha,"35,555",57.05%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Sarath Fonseka,"25,107",40.29%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Mohomad Cassim Mohomad Ismail,332,0.53%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Achala Ashoka Suraweera,209,0.34%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Channa Janaka Sugathsiri Gamage,208,0.33%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,W.V. Mahiman Ranjith,124,0.20%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Panagoda Don Prince Soloman Anura Liyanage,117,0.19%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Sarath Manamendra,103,0.17%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Lal Perera,84,0.13%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Ukkubanda Wijekoon,73,0.12%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Sirithunga Jayasuriya,64,0.10%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,M.K. Sivajilingam,51,0.08%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Idroos Mohomad Ilyas,51,0.08%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Wije Dias,40,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Sanath Pinnaduwa,36,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Battaramulle Seelarathana Thero,32,0.05%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Vickramabahu Karunaratna,28,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Senaratna de Silva,24,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Upali Sarath Kongahage,24,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Mohamed Musthaffa,22,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Aruna de Zoysa,21,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Muthu Bandara Theminimulla,15,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Valid Votes,"62,320",98.31%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Rejected Votes,"1,069",1.69%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Total Polled,"63,389",74.46%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,NAWALAPITIYA,Regis.Electors,"85,136",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Mahinda Rajapaksha,"20,184",66.57%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Sarath Fonseka,"10,025",33.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Mohomad Cassim Mohomad Ismail,23,0.08%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Vickramabahu Karunaratna,12,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Achala Ashoka Suraweera,10,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Channa Janaka Sugathsiri Gamage,9,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,W.V. Mahiman Ranjith,8,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Wije Dias,6,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,6,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Lal Perera,6,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Battaramulle Seelarathana Thero,5,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Sirithunga Jayasuriya,4,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,M.K. Sivajilingam,4,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Sarath Manamendra,3,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Idroos Mohomad Ilyas,3,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Ukkubanda Wijekoon,3,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Upali Sarath Kongahage,2,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Muthu Bandara Theminimulla,2,0.01%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Aruna de Zoysa,1,0.00%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Mohamed Musthaffa,1,0.00%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Sanath Pinnaduwa,1,0.00%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Senaratna de Silva,,0.00%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Valid Votes,"30,318",99.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Rejected Votes,300,0.98%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Total Polled,"30,618",98.93%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,POSTAL VOTES - KANDY DISTRICT,Regis.Electors,"30,950",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Mahinda Rajapaksha,"406,636",54.16%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Sarath Fonseka,"329,492",43.89%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Mohomad Cassim Mohomad Ismail,"2,810",0.37%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Achala Ashoka Suraweera,"1,950",0.26%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Channa Janaka Sugathsiri Gamage,"1,624",0.22%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,W.V. Mahiman Ranjith,"1,200",0.16%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,"1,059",0.14%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Sarath Manamendra,848,0.11%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Ukkubanda Wijekoon,711,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Lal Perera,703,0.09%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Sirithunga Jayasuriya,600,0.08%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Idroos Mohomad Ilyas,523,0.07%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Vickramabahu Karunaratna,462,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,M.K. Sivajilingam,442,0.06%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Wije Dias,305,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Sanath Pinnaduwa,295,0.04%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Mohamed Musthaffa,243,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Battaramulle Seelarathana Thero,216,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Aruna de Zoysa,192,0.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Senaratna de Silva,178,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Muthu Bandara Theminimulla,158,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Upali Sarath Kongahage,139,0.02%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Valid Votes,"750,786",98.85%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Rejected Votes,"8,700",1.15%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Total Polled,"759,486",78.26%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",KANDY,FINAL DISTRICT RESULT - KANDY DISTRICT,Regis.Electors,"970,456",
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,Mahinda Rajapaksha,"58,016",65.97%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,Sarath Fonseka,"28,171",32.03%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,Mohomad Cassim Mohomad Ismail,360,0.41%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,Achala Ashoka Suraweera,267,0.30%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,W.V. Mahiman Ranjith,250,0.28%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,Channa Janaka Sugathsiri Gamage,158,0.18%
"Central Province  (MAHANUWARA, MATALE, NUWARA-ELIYA)",MATALE,DAMBULLA,Ukkubanda Wijekoon,107,0.12%
