Province,District,Polling Division,Name,Votes,Percent
North Western Province,PUTTALAM,ANAMADUWA,Duminda Nagamuwa,59,0.07%
North Western Province,PUTTALAM,ANAMADUWA,Panagoda Don Prince Soloman Anura Liyanage,62,0.07%
North Western Province,PUTTALAM,ANAMADUWA,Maithripala Sirisena,"31,026",36.89%
North Western Province,PUTTALAM,ANAMADUWA,Ruwanthilaka Peduru Arachchi,67,0.08%
North Western Province,PUTTALAM,ANAMADUWA,Anuruddha Polgampala,16,0.02%
North Western Province,PUTTALAM,ANAMADUWA,Baththaramulle Seelarathana Thero,9,0.01%
North Western Province,PUTTALAM,ANAMADUWA,Sarath Manamendra,31,0.04%
North Western Province,PUTTALAM,ANAMADUWA,Arachchige Rathnayaka Sirisena,168,0.20%
North Western Province,PUTTALAM,ANAMADUWA,Mahinda Rajapaksa,"52,225",62.10%
North Western Province,PUTTALAM,ANAMADUWA,Namal Rajapaksa,149,0.18%
North Western Province,PUTTALAM,ANAMADUWA,Sundaram Mahendran,23,0.03%
North Western Province,PUTTALAM,ANAMADUWA,Jayantha Kulathunga,13,0.02%
North Western Province,PUTTALAM,ANAMADUWA,Valid Votes,"84,093",99.08%
North Western Province,PUTTALAM,ANAMADUWA,Rejected Votes,778,0.92%
North Western Province,PUTTALAM,ANAMADUWA,Total Polled,"84,871",75.12%
North Western Province,PUTTALAM,ANAMADUWA,Regis.Electors,"112,978",
North Western Province,PUTTALAM,CHILAW,Aithurus Mohamed Illias,84,0.10%
North Western Province,PUTTALAM,CHILAW,Ibrahim Miflar,84,0.10%
North Western Province,PUTTALAM,CHILAW,Prasanna Priyankara,16,0.02%
North Western Province,PUTTALAM,CHILAW,Wimal Geeganage,12,0.01%
North Western Province,PUTTALAM,CHILAW,Sirithunga Jayasuriya,64,0.07%
North Western Province,PUTTALAM,CHILAW,M. B. Theminimulla,27,0.03%
North Western Province,PUTTALAM,CHILAW,Pani Wijesiriwardane,31,0.04%
North Western Province,PUTTALAM,CHILAW,Duminda Nagamuwa,68,0.08%
North Western Province,PUTTALAM,CHILAW,Panagoda Don Prince Soloman Anura Liyanage,91,0.10%
North Western Province,PUTTALAM,CHILAW,Maithripala Sirisena,"42,187",48.50%
North Western Province,PUTTALAM,CHILAW,Ruwanthilaka Peduru Arachchi,65,0.07%
North Western Province,PUTTALAM,CHILAW,Anuruddha Polgampala,16,0.02%
North Western Province,PUTTALAM,CHILAW,Baththaramulle Seelarathana Thero,19,0.02%
North Western Province,PUTTALAM,CHILAW,Sarath Manamendra,28,0.03%
North Western Province,PUTTALAM,CHILAW,Arachchige Rathnayaka Sirisena,146,0.17%
North Western Province,PUTTALAM,CHILAW,Mahinda Rajapaksa,"43,928",50.50%
North Western Province,PUTTALAM,CHILAW,Namal Rajapaksa,91,0.10%
North Western Province,PUTTALAM,CHILAW,Sundaram Mahendran,14,0.02%
North Western Province,PUTTALAM,CHILAW,Jayantha Kulathunga,14,0.02%
North Western Province,PUTTALAM,CHILAW,Valid Votes,"86,985",98.88%
North Western Province,PUTTALAM,CHILAW,Rejected Votes,985,1.12%
North Western Province,PUTTALAM,CHILAW,Total Polled,"87,970",74.44%
North Western Province,PUTTALAM,CHILAW,Regis.Electors,"118,171",
North Western Province,PUTTALAM,NATTANDIYA,Aithurus Mohamed Illias,52,0.08%
North Western Province,PUTTALAM,NATTANDIYA,Ibrahim Miflar,50,0.08%
North Western Province,PUTTALAM,NATTANDIYA,Prasanna Priyankara,8,0.01%
North Western Province,PUTTALAM,NATTANDIYA,Wimal Geeganage,9,0.01%
North Western Province,PUTTALAM,NATTANDIYA,Sirithunga Jayasuriya,30,0.05%
North Western Province,PUTTALAM,NATTANDIYA,M. B. Theminimulla,9,0.01%
North Western Province,PUTTALAM,NATTANDIYA,Pani Wijesiriwardane,20,0.03%
North Western Province,PUTTALAM,NATTANDIYA,Duminda Nagamuwa,40,0.06%
North Western Province,PUTTALAM,NATTANDIYA,Panagoda Don Prince Soloman Anura Liyanage,52,0.08%
North Western Province,PUTTALAM,NATTANDIYA,Maithripala Sirisena,"29,934",47.11%
North Western Province,PUTTALAM,NATTANDIYA,Ruwanthilaka Peduru Arachchi,33,0.05%
North Western Province,PUTTALAM,NATTANDIYA,Anuruddha Polgampala,12,0.02%
North Western Province,PUTTALAM,NATTANDIYA,Baththaramulle Seelarathana Thero,11,0.02%
North Western Province,PUTTALAM,NATTANDIYA,Sarath Manamendra,23,0.04%
North Western Province,PUTTALAM,NATTANDIYA,Arachchige Rathnayaka Sirisena,76,0.12%
North Western Province,PUTTALAM,NATTANDIYA,Mahinda Rajapaksa,"33,119",52.12%
North Western Province,PUTTALAM,NATTANDIYA,Namal Rajapaksa,50,0.08%
North Western Province,PUTTALAM,NATTANDIYA,Sundaram Mahendran,7,0.01%
North Western Province,PUTTALAM,NATTANDIYA,Jayantha Kulathunga,4,0.01%
North Western Province,PUTTALAM,NATTANDIYA,Valid Votes,"63,539",99.13%
North Western Province,PUTTALAM,NATTANDIYA,Rejected Votes,558,0.87%
North Western Province,PUTTALAM,NATTANDIYA,Total Polled,"64,097",71.24%
North Western Province,PUTTALAM,NATTANDIYA,Regis.Electors,"89,975",
North Western Province,PUTTALAM,WENNAPPUWA,Aithurus Mohamed Illias,50,0.07%
North Western Province,PUTTALAM,WENNAPPUWA,Ibrahim Miflar,54,0.07%
North Western Province,PUTTALAM,WENNAPPUWA,Prasanna Priyankara,20,0.03%
North Western Province,PUTTALAM,WENNAPPUWA,Wimal Geeganage,5,0.01%
North Western Province,PUTTALAM,WENNAPPUWA,Sirithunga Jayasuriya,37,0.05%
North Western Province,PUTTALAM,WENNAPPUWA,M. B. Theminimulla,14,0.02%
North Western Province,PUTTALAM,WENNAPPUWA,Pani Wijesiriwardane,15,0.02%
North Western Province,PUTTALAM,WENNAPPUWA,Duminda Nagamuwa,82,0.11%
North Western Province,PUTTALAM,WENNAPPUWA,Panagoda Don Prince Soloman Anura Liyanage,42,0.06%
North Western Province,PUTTALAM,WENNAPPUWA,Maithripala Sirisena,"35,218",46.75%
North Western Province,PUTTALAM,WENNAPPUWA,Ruwanthilaka Peduru Arachchi,43,0.06%
North Western Province,PUTTALAM,WENNAPPUWA,Anuruddha Polgampala,18,0.02%
North Western Province,PUTTALAM,WENNAPPUWA,Baththaramulle Seelarathana Thero,9,0.01%
North Western Province,PUTTALAM,WENNAPPUWA,Sarath Manamendra,22,0.03%
North Western Province,PUTTALAM,WENNAPPUWA,Arachchige Rathnayaka Sirisena,82,0.11%
North Western Province,PUTTALAM,WENNAPPUWA,Mahinda Rajapaksa,"39,523",52.46%
North Western Province,PUTTALAM,WENNAPPUWA,Namal Rajapaksa,75,0.10%
North Western Province,PUTTALAM,WENNAPPUWA,Sundaram Mahendran,11,0.01%
North Western Province,PUTTALAM,WENNAPPUWA,Jayantha Kulathunga,19,0.03%
North Western Province,PUTTALAM,WENNAPPUWA,Valid Votes,"75,339",99.05%
North Western Province,PUTTALAM,WENNAPPUWA,Rejected Votes,722,0.95%
North Western Province,PUTTALAM,WENNAPPUWA,Total Polled,"76,061",71.63%
North Western Province,PUTTALAM,WENNAPPUWA,Regis.Electors,"106,183",
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Aithurus Mohamed Illias,6,0.06%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Ibrahim Miflar,,0.00%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Prasanna Priyankara,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Wimal Geeganage,,0.00%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sirithunga Jayasuriya,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,M. B. Theminimulla,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Pani Wijesiriwardane,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Duminda Nagamuwa,7,0.07%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,3,0.03%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Maithripala Sirisena,"4,864",50.58%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Ruwanthilaka Peduru Arachchi,,0.00%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Anuruddha Polgampala,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Baththaramulle Seelarathana Thero,4,0.04%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sarath Manamendra,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Arachchige Rathnayaka Sirisena,,0.00%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Mahinda Rajapaksa,"4,721",49.09%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Namal Rajapaksa,3,0.03%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Sundaram Mahendran,1,0.01%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Jayantha Kulathunga,2,0.02%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Valid Votes,"9,617",98.91%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Rejected Votes,106,1.09%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Total Polled,"9,723",97.47%
North Western Province,PUTTALAM,POSTAL VOTES - PUTTALAM DISTRICT,Regis.Electors,"9,975",
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Aithurus Mohamed Illias,380,0.09%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Ibrahim Miflar,437,0.11%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Prasanna Priyankara,81,0.02%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Wimal Geeganage,43,0.01%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sirithunga Jayasuriya,270,0.07%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,M. B. Theminimulla,107,0.03%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Pani Wijesiriwardane,117,0.03%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Duminda Nagamuwa,306,0.08%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Panagoda Don Prince Soloman Anura Liyanage,406,0.10%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Maithripala Sirisena,"202,073",50.04%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Ruwanthilaka Peduru Arachchi,339,0.08%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Anuruddha Polgampala,94,0.02%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Baththaramulle Seelarathana Thero,69,0.02%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sarath Manamendra,148,0.04%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Arachchige Rathnayaka Sirisena,579,0.14%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Mahinda Rajapaksa,"197,751",48.97%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Namal Rajapaksa,491,0.12%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Sundaram Mahendran,85,0.02%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Jayantha Kulathunga,74,0.02%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Valid Votes,"403,850",98.95%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Rejected Votes,"4,300",1.05%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Total Polled,"408,150",73.81%
North Western Province,PUTTALAM,FINAL DISTRICT RESULT - PUTTALAM DISTRICT,Regis.Electors,"553,009",
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Aithurus Mohamed Illias,36,0.06%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Ibrahim Miflar,71,0.12%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Prasanna Priyankara,8,0.01%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Wimal Geeganage,5,0.01%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Sirithunga Jayasuriya,28,0.05%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,M. B. Theminimulla,11,0.02%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Pani Wijesiriwardane,10,0.02%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Duminda Nagamuwa,22,0.04%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Panagoda Don Prince Soloman Anura Liyanage,49,0.08%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Maithripala Sirisena,"24,261",40.02%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Ruwanthilaka Peduru Arachchi,47,0.08%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Anuruddha Polgampala,18,0.03%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Baththaramulle Seelarathana Thero,8,0.01%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Sarath Manamendra,28,0.05%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Arachchige Rathnayaka Sirisena,121,0.20%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Mahinda Rajapaksa,"35,772",59.01%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Namal Rajapaksa,99,0.16%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Sundaram Mahendran,12,0.02%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Jayantha Kulathunga,14,0.02%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Valid Votes,"60,620",99.30%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Rejected Votes,426,0.70%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Total Polled,"61,046",74.45%
North Central Province,ANURADHAPURA,MEDAWACHCHIYA,Regis.Electors,"81,996",
North Central Province,ANURADHAPURA,HOROWUPOTANA,Aithurus Mohamed Illias,46,0.08%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Ibrahim Miflar,72,0.12%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Prasanna Priyankara,9,0.01%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Wimal Geeganage,8,0.01%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Sirithunga Jayasuriya,63,0.10%
North Central Province,ANURADHAPURA,HOROWUPOTANA,M. B. Theminimulla,10,0.02%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Pani Wijesiriwardane,9,0.01%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Duminda Nagamuwa,36,0.06%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Panagoda Don Prince Soloman Anura Liyanage,82,0.14%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Maithripala Sirisena,"27,662",45.95%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Ruwanthilaka Peduru Arachchi,67,0.11%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Anuruddha Polgampala,15,0.02%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Baththaramulle Seelarathana Thero,9,0.01%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Sarath Manamendra,32,0.05%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Arachchige Rathnayaka Sirisena,109,0.18%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Mahinda Rajapaksa,"31,847",52.90%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Namal Rajapaksa,97,0.16%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Sundaram Mahendran,14,0.02%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Jayantha Kulathunga,14,0.02%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Valid Votes,"60,201",99.23%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Rejected Votes,468,0.77%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Total Polled,"60,669",74.82%
North Central Province,ANURADHAPURA,HOROWUPOTANA,Regis.Electors,"81,090",
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Aithurus Mohamed Illias,46,0.06%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Ibrahim Miflar,61,0.08%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Prasanna Priyankara,8,0.01%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Wimal Geeganage,11,0.01%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Sirithunga Jayasuriya,32,0.04%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,M. B. Theminimulla,11,0.01%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Pani Wijesiriwardane,19,0.03%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Duminda Nagamuwa,61,0.08%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Panagoda Don Prince Soloman Anura Liyanage,53,0.07%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Maithripala Sirisena,"35,779",47.49%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Ruwanthilaka Peduru Arachchi,46,0.06%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Anuruddha Polgampala,14,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Baththaramulle Seelarathana Thero,16,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Sarath Manamendra,36,0.05%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Arachchige Rathnayaka Sirisena,110,0.15%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Mahinda Rajapaksa,"38,947",51.69%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Namal Rajapaksa,76,0.10%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Sundaram Mahendran,12,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Jayantha Kulathunga,9,0.01%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Valid Votes,"75,347",99.14%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Rejected Votes,651,0.86%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Total Polled,"75,998",77.89%
North Central Province,ANURADHAPURA,ANURADHAPURA-EAST,Regis.Electors,"97,576",
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Aithurus Mohamed Illias,72,0.09%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Ibrahim Miflar,92,0.12%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Prasanna Priyankara,12,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Wimal Geeganage,6,0.01%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Sirithunga Jayasuriya,42,0.05%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,M. B. Theminimulla,20,0.03%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Pani Wijesiriwardane,13,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Duminda Nagamuwa,34,0.04%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Panagoda Don Prince Soloman Anura Liyanage,82,0.11%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Maithripala Sirisena,"33,791",43.91%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Ruwanthilaka Peduru Arachchi,79,0.10%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Anuruddha Polgampala,20,0.03%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Baththaramulle Seelarathana Thero,16,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Sarath Manamendra,39,0.05%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Arachchige Rathnayaka Sirisena,148,0.19%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Mahinda Rajapaksa,"42,349",55.03%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Namal Rajapaksa,103,0.13%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Sundaram Mahendran,23,0.03%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Jayantha Kulathunga,16,0.02%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Valid Votes,"76,957",99.07%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Rejected Votes,720,0.93%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Total Polled,"77,677",75.64%
North Central Province,ANURADHAPURA,ANURADHAPURA-WEST,Regis.Electors,"102,691",
North Central Province,ANURADHAPURA,KALAWEWA,Aithurus Mohamed Illias,59,0.06%
North Central Province,ANURADHAPURA,KALAWEWA,Ibrahim Miflar,88,0.09%
North Central Province,ANURADHAPURA,KALAWEWA,Prasanna Priyankara,14,0.01%
North Central Province,ANURADHAPURA,KALAWEWA,Wimal Geeganage,13,0.01%
North Central Province,ANURADHAPURA,KALAWEWA,Sirithunga Jayasuriya,47,0.05%
North Central Province,ANURADHAPURA,KALAWEWA,M. B. Theminimulla,14,0.01%
North Central Province,ANURADHAPURA,KALAWEWA,Pani Wijesiriwardane,26,0.03%
North Central Province,ANURADHAPURA,KALAWEWA,Duminda Nagamuwa,75,0.08%
North Central Province,ANURADHAPURA,KALAWEWA,Panagoda Don Prince Soloman Anura Liyanage,89,0.09%
North Central Province,ANURADHAPURA,KALAWEWA,Maithripala Sirisena,"41,612",43.09%
North Central Province,ANURADHAPURA,KALAWEWA,Ruwanthilaka Peduru Arachchi,112,0.12%
North Central Province,ANURADHAPURA,KALAWEWA,Anuruddha Polgampala,22,0.02%
North Central Province,ANURADHAPURA,KALAWEWA,Baththaramulle Seelarathana Thero,18,0.02%
North Central Province,ANURADHAPURA,KALAWEWA,Sarath Manamendra,47,0.05%
North Central Province,ANURADHAPURA,KALAWEWA,Arachchige Rathnayaka Sirisena,172,0.18%
North Central Province,ANURADHAPURA,KALAWEWA,Mahinda Rajapaksa,"54,008",55.92%
North Central Province,ANURADHAPURA,KALAWEWA,Namal Rajapaksa,130,0.13%
North Central Province,ANURADHAPURA,KALAWEWA,Sundaram Mahendran,16,0.02%
North Central Province,ANURADHAPURA,KALAWEWA,Jayantha Kulathunga,18,0.02%
North Central Province,ANURADHAPURA,KALAWEWA,Valid Votes,"96,580",99.21%
North Central Province,ANURADHAPURA,KALAWEWA,Rejected Votes,771,0.79%
North Central Province,ANURADHAPURA,KALAWEWA,Total Polled,"97,351",77.16%
North Central Province,ANURADHAPURA,KALAWEWA,Regis.Electors,"126,162",
North Central Province,ANURADHAPURA,MIHINTALE,Aithurus Mohamed Illias,26,0.05%
North Central Province,ANURADHAPURA,MIHINTALE,Ibrahim Miflar,54,0.11%
North Central Province,ANURADHAPURA,MIHINTALE,Prasanna Priyankara,10,0.02%
North Central Province,ANURADHAPURA,MIHINTALE,Wimal Geeganage,7,0.01%
North Central Province,ANURADHAPURA,MIHINTALE,Sirithunga Jayasuriya,24,0.05%
North Central Province,ANURADHAPURA,MIHINTALE,M. B. Theminimulla,4,0.01%
North Central Province,ANURADHAPURA,MIHINTALE,Pani Wijesiriwardane,12,0.02%
North Central Province,ANURADHAPURA,MIHINTALE,Duminda Nagamuwa,36,0.07%
North Central Province,ANURADHAPURA,MIHINTALE,Panagoda Don Prince Soloman Anura Liyanage,41,0.08%
North Central Province,ANURADHAPURA,MIHINTALE,Maithripala Sirisena,"22,860",46.28%
North Central Province,ANURADHAPURA,MIHINTALE,Ruwanthilaka Peduru Arachchi,45,0.09%
North Central Province,ANURADHAPURA,MIHINTALE,Anuruddha Polgampala,17,0.03%
North Central Province,ANURADHAPURA,MIHINTALE,Baththaramulle Seelarathana Thero,5,0.01%
North Central Province,ANURADHAPURA,MIHINTALE,Sarath Manamendra,31,0.06%
North Central Province,ANURADHAPURA,MIHINTALE,Arachchige Rathnayaka Sirisena,88,0.18%
North Central Province,ANURADHAPURA,MIHINTALE,Mahinda Rajapaksa,"26,032",52.71%
North Central Province,ANURADHAPURA,MIHINTALE,Namal Rajapaksa,78,0.16%
North Central Province,ANURADHAPURA,MIHINTALE,Sundaram Mahendran,10,0.02%
North Central Province,ANURADHAPURA,MIHINTALE,Jayantha Kulathunga,10,0.02%
North Central Province,ANURADHAPURA,MIHINTALE,Valid Votes,"49,390",99.18%
North Central Province,ANURADHAPURA,MIHINTALE,Rejected Votes,406,0.82%
North Central Province,ANURADHAPURA,MIHINTALE,Total Polled,"49,796",76.87%
North Central Province,ANURADHAPURA,MIHINTALE,Regis.Electors,"64,778",
North Central Province,ANURADHAPURA,KEKIRAWA,Aithurus Mohamed Illias,56,0.09%
North Central Province,ANURADHAPURA,KEKIRAWA,Ibrahim Miflar,87,0.14%
North Central Province,ANURADHAPURA,KEKIRAWA,Prasanna Priyankara,13,0.02%
North Central Province,ANURADHAPURA,KEKIRAWA,Wimal Geeganage,4,0.01%
North Central Province,ANURADHAPURA,KEKIRAWA,Sirithunga Jayasuriya,46,0.07%
North Central Province,ANURADHAPURA,KEKIRAWA,M. B. Theminimulla,14,0.02%
North Central Province,ANURADHAPURA,KEKIRAWA,Pani Wijesiriwardane,13,0.02%
North Central Province,ANURADHAPURA,KEKIRAWA,Duminda Nagamuwa,42,0.07%
North Central Province,ANURADHAPURA,KEKIRAWA,Panagoda Don Prince Soloman Anura Liyanage,60,0.10%
North Central Province,ANURADHAPURA,KEKIRAWA,Maithripala Sirisena,"29,410",46.93%
North Central Province,ANURADHAPURA,KEKIRAWA,Ruwanthilaka Peduru Arachchi,62,0.10%
North Central Province,ANURADHAPURA,KEKIRAWA,Anuruddha Polgampala,21,0.03%
North Central Province,ANURADHAPURA,KEKIRAWA,Baththaramulle Seelarathana Thero,13,0.02%
North Central Province,ANURADHAPURA,KEKIRAWA,Sarath Manamendra,22,0.04%
North Central Province,ANURADHAPURA,KEKIRAWA,Arachchige Rathnayaka Sirisena,122,0.19%
North Central Province,ANURADHAPURA,KEKIRAWA,Mahinda Rajapaksa,"32,563",51.96%
North Central Province,ANURADHAPURA,KEKIRAWA,Namal Rajapaksa,78,0.12%
North Central Province,ANURADHAPURA,KEKIRAWA,Sundaram Mahendran,21,0.03%
North Central Province,ANURADHAPURA,KEKIRAWA,Jayantha Kulathunga,19,0.03%
North Central Province,ANURADHAPURA,KEKIRAWA,Valid Votes,"62,666",99.12%
North Central Province,ANURADHAPURA,KEKIRAWA,Rejected Votes,559,0.88%
North Central Province,ANURADHAPURA,KEKIRAWA,Total Polled,"63,225",75.78%
North Central Province,ANURADHAPURA,KEKIRAWA,Regis.Electors,"83,431",
North Central Province,ANURADHAPURA,POSTAL VOTES - ANURADHAPURA DISTRICT,Aithurus Mohamed Illias,31,0.07%
